"","V1","sgBaseDiffb","sg102Diffb","sg113Diffb","sg130Diffb","sg103Diffb","sg91Diffb"
"180",1021,-2.28047011263795e-06,-1.43169185127227e-05,-7.87161556392326e-06,-1.33877777234421e-05,8.23186137871455e-07,7.27881287321848e-06
"181",1020,-8.37802446194056e-06,-1.71418325264479e-05,-1.86442151477117e-05,-2.16006216006216e-05,-8.02266886182971e-06,-1.08296520883934e-05
"182",1019,-9.73967757184543e-06,-1.91604044750898e-05,-2.50482229503209e-05,-2.98851886264474e-05,-1.59969789340419e-05,-1.92728794127395e-05
"183",1018,-7.51734667818586e-06,-1.6144772088828e-05,-2.29753152830076e-05,-2.85599404480524e-05,-1.54835063925973e-05,-2.32040686586141e-05
"184",1017,-3.17592275634234e-06,-1.30291619802109e-05,-1.65446829782494e-05,-1.79231801609424e-05,-9.18871338451759e-06,-2.03432930705658e-05
"185",1016,6.08397041963476e-06,-4.28002455974486e-06,-5.82859254187926e-06,-1.14762471405828e-05,-2.36686390532544e-06,-1.00542813829528e-05
"186",1015,1.04742964882825e-05,3.45792513624682e-06,-5.06408898017289e-07,-3.07485831961356e-06,1.22744388478654e-06,-1.71700871001567e-06
"187",1014,1.29031031128933e-05,1.32122733521335e-05,8.97897751044605e-06,4.41369042767644e-06,2.53693470476688e-06,1.0188490608071e-05
"188",1013,1.28270331067534e-05,1.56818317657478e-05,1.21331659793198e-05,8.60895126629393e-06,7.05603642666581e-06,1.79970767383355e-05
"189",1012,6.95551534712375e-06,1.35029694470254e-05,1.10491683918257e-05,1.25385104406084e-05,5.48573415706283e-06,1.7999793524269e-05
"190",1011,8.21012709124605e-07,1.03058557604012e-05,8.75946120701365e-06,1.14007204916296e-05,-3.09550589270868e-06,8.1905662325243e-06
"191",1010,-9.7706489314881e-06,7.20382958145195e-06,5.72535467640363e-06,9.76032514494053e-06,-2.85914551648817e-06,4.7761096712146e-06
"192",1009,-8.93876907862924e-06,-1.33883210806289e-06,2.04302302204402e-07,5.53300623230693e-06,-9.41094647388366e-07,1.67951706413246e-06
"193",1008,-8.3443363163643e-06,-4.23438255606086e-06,2.80806994093708e-06,4.46585271760097e-06,3.83610173819964e-06,-2.31415825821418e-06
"194",1007,-3.89695774311158e-06,-7.50539282007814e-06,2.19679310588402e-06,8.2541390233698e-06,7.30924087567446e-06,-5.19666813373105e-06
"195",1006,6.10190120679637e-07,-6.43497916225189e-06,1.9327215131411e-06,4.89238810917133e-06,5.31512000043469e-06,-5.6096195956336e-06
"196",1005,5.71068403236229e-07,-5.90085904771218e-06,-2.00553137616075e-06,1.96803973027749e-06,-1.4377231160448e-06,-6.63982482164298e-06
"197",1004,2.21472389304557e-06,2.71678593356919e-07,-9.43268076135214e-07,1.65723941947718e-07,-3.73123380116387e-06,-4.95324411408331e-06
"198",1003,1.31329432028735e-06,2.1098559560098e-06,-2.72058943387615e-06,-6.60722339044017e-07,-5.69329660238752e-06,-1.71537863845557e-06
"199",1002,-5.24774370928219e-06,6.49257502404357e-06,-3.89695774311158e-06,-9.70435935470897e-07,-8.00039121717444e-06,-1.94141522812855e-06
"200",1001,-1.27357490993854e-05,5.37325921941306e-06,-5.01355676180852e-06,-4.44574850169255e-06,-1.07878135850164e-05,-3.05801424682545e-06
"201",1000,-1.55639232562309e-05,2.92543509326728e-06,-5.31185985731441e-06,-7.04842942605181e-06,-5.01790361930222e-06,1.53172390934632e-06
"202",999,-9.01755587070273e-06,-1.23124738509354e-06,-8.01506186121571e-06,-8.72196956113041e-06,-1.13724659179205e-06,3.18081297102274e-06
"203",998,-5.4015137931222e-06,-3.03193310186318e-06,-4.12625447590482e-06,-8.81434028287176e-06,2.05552023733843e-06,3.28187740775155e-06
"204",997,3.6497302231568e-06,-9.09688601996294e-06,-4.64570394640325e-06,-6.78218440456203e-06,1.32144467808804e-06,-4.64570394640304e-07
"205",996,5.72263789047005e-06,-8.88171657402428e-06,-2.50487663075076e-06,-5.98616612602628e-06,-3.33621312642304e-07,-3.28731097961865e-06
"206",995,8.17046201661585e-06,-9.11536016431121e-06,3.84805559630734e-06,-3.13788775327238e-06,-1.09703815997523e-06,-4.21047483984548e-06
"207",994,1.32513950695769e-05,-2.39022826435417e-06,8.58124004977152e-06,5.21622899245283e-08,5.78892746724914e-06,-6.13124249487887e-06
"208",993,1.46179383941622e-05,8.55787569074275e-07,1.07840100847094e-05,7.15492743464772e-06,8.18241587472356e-06,-1.26167538754948e-06
"209",992,8.04222972055138e-06,1.02596703995305e-05,1.31905390646649e-05,9.52124798278645e-06,1.41794491444841e-05,1.15354730739343e-06
"210",991,2.98629109817924e-06,7.9759401437723e-06,1.47418238327329e-05,1.05481930656756e-05,1.52417124445097e-05,4.6201661586277e-06
"211",990,8.78608570916275e-07,9.81520422079865e-06,1.18620307431496e-05,1.02357626833151e-05,1.574431784222e-05,9.24685260349597e-06
"212",989,-3.08626882053472e-07,8.31553838546846e-06,1.96912644465093e-06,8.74696399171924e-06,8.7686982791878e-06,1.43658206595269e-05
"213",988,-3.12104368048424e-06,4.02029982449563e-06,-4.17298319396221e-06,6.4078113029162e-06,2.88087980395674e-06,1.46597768975391e-05
"214",987,-2.92489173608054e-06,-2.5814899940774e-06,-1.5875266924218e-05,4.41151699892959e-06,-5.43574529588516e-06,7.01419792328883e-06
"215",986,-1.08378024461941e-05,-5.85141354372122e-06,-1.85263066381948e-05,2.41250590900938e-07,-9.77934264647552e-06,2.21961410772599e-06
"216",985,-9.7315272140447e-06,-1.4005031487549e-05,-1.78791682288186e-05,-4.18765383800349e-06,-1.23793067849012e-05,-1.90120679631171e-06
"217",984,-7.36520666590598e-06,-1.55454491118827e-05,-1.74830608397042e-05,-6.32304758178884e-06,-9.22511831602742e-06,-7.8515113480148e-06
"218",983,-1.10247173184237e-06,-1.41957498600855e-05,-1.05411294222483e-05,-5.76882325134074e-06,-4.49247721974995e-06,-6.52300302649956e-06
"219",982,9.72609364217739e-07,-3.9876983932928e-06,1.00358072386044e-06,-3.50302378274407e-06,2.45054091207938e-07,-2.34730304660376e-06
"220",981,7.91725756760726e-06,3.26014312028106e-08,1.3955585983558e-05,-9.38377861454788e-07,6.0937508489956e-06,2.77383843817408e-06
"221",980,1.10872033948957e-05,1.0591118283426e-05,2.07285333159459e-05,3.16885911291505e-06,1.04188740552377e-05,1.04080069115034e-05
"222",979,1.41381539982939e-05,1.71956248879326e-05,2.29807488548747e-05,1.03031389744677e-05,1.1916366461821e-05,1.93033074151955e-05
"223",978,1.29509185453242e-05,1.95565118642042e-05,2.35273661847089e-05,1.49868779239409e-05,1.06128525708945e-05,2.01069326943453e-05
"224",977,8.61003798066737e-06,1.77281149309122e-05,1.47700784064421e-05,1.63507044625926e-05,6.58929260327863e-06,1.4373427660141e-05
"225",976,-5.2330730652409e-06,1.25776321580518e-05,1.0342260691911e-05,1.00738422416744e-05,3.48291956683559e-07,9.08330209029512e-06
"226",975,-1.00108128080156e-05,-2.35219326128418e-06,1.17908509516905e-07,4.53159893719335e-06,-6.24643421846219e-06,7.49289560478426e-07
"227",974,-1.95048929314664e-05,-1.27580267440407e-05,-9.35117718334503e-06,-3.54866578642802e-06,-8.10797594014378e-06,-6.26110486250344e-06
"228",973,-1.64783934014703e-05,-1.5852445922376e-05,-1.21087149059177e-05,-1.26270776620427e-05,-6.06223613216621e-06,-1.16142598660081e-05
"229",972,-1.31644579197027e-05,-1.40023147016154e-05,-1.47858357648568e-05,-1.27678071734016e-05,-7.41030531240322e-06,-1.02776011866921e-05
"230",971,-2.51031020261786e-06,-1.12181524768938e-05,-1.16615319412522e-05,-1.84877282779381e-05,-2.78796572502867e-06,-1.32753027857923e-05
"231",970,2.04030623611041e-06,-4.43977157263871e-06,-1.10127634603159e-05,-1.67489852804538e-05,-1.09812487434864e-06,-1.12561874799637e-05
"232",969,1.09660347422585e-05,4.5261653653262e-06,-7.39672138273537e-06,-7.60808732836705e-06,3.49922028243708e-07,-1.17098907308698e-05
"233",968,1.40984889236637e-05,9.00614536978175e-06,-3.20200390130458e-06,-4.29360848941269e-06,-2.92760852201412e-06,-1.4677164327514e-05
"234",967,1.39653664129189e-05,1.10410180340251e-05,-9.80216364831735e-07,-1.18886552452986e-06,-2.17723224716231e-06,-1.70141435875702e-05
"235",966,5.37869279128018e-06,9.81574757798534e-06,4.92661961193426e-06,3.02758624436946e-06,-5.97312555354515e-06,-1.31014284860439e-05
"236",965,4.21916855483288e-06,9.55221934242933e-07,5.11353448416388e-06,6.94301813182931e-06,-3.99476203672008e-06,-9.03983351535796e-06
"237",964,-3.97574453518512e-06,-2.82871751403218e-06,7.46192424514102e-06,6.41052808884978e-06,-9.30227503654087e-07,1.9240277981536e-06
"238",963,-1.08888780217451e-06,-4.09147961595515e-06,5.41672779435019e-06,5.54713351916149e-06,7.15873093495472e-06,7.80695605870432e-06
"239",962,-2.06149716639226e-06,-5.08038969577431e-06,6.86803484006275e-07,7.94170864100935e-06,7.61243418586077e-06,1.37800816122495e-05
"240",961,-1.75993392776607e-06,-4.87391396482308e-06,-2.6086578534131e-06,1.65669606229046e-06,4.38923935427432e-06,1.12230426915742e-05
"241",960,-6.90932998625308e-06,-3.25470954841585e-06,-7.90584706668622e-06,4.6402703745361e-07,2.69939850359431e-06,1.16685955846795e-05
"242",959,-6.41487494634344e-06,-5.43357186715114e-09,-9.34465689710445e-06,-1.38067061143983e-06,-1.02096815383527e-06,2.72765307730341e-06
"243",958,-7.54695964486178e-06,5.9171597633142e-07,-9.2362571383551e-06,-7.40786020506308e-06,-6.204324036492e-06,-5.48464744268949e-06
"244",957,-7.42877945675129e-06,1.32524817839496e-06,-7.68524404888034e-06,-9.52885498340047e-06,-8.53179454578071e-06,-1.13985470628824e-05
"245",956,-7.26033872887066e-06,1.05628637097164e-06,-3.08409539178751e-06,-8.1530745866403e-06,-1.26031699458258e-05,-1.08242185165267e-05
"246",955,-1.49803576377082e-06,-8.80238642476706e-08,1.05193951347822e-06,-7.74718676816467e-06,-1.03004221885318e-05,-7.51462989225314e-06
"247",954,4.8759515542725e-06,-1.0562863709717e-06,4.3988839443387e-06,-6.37425899663562e-06,-7.55823430648398e-06,-1.90881379692652e-06
"248",953,1.07372813666517e-05,-1.4230524720035e-06,6.16112714014809e-06,-3.89261088561789e-06,-5.5465901619746e-06,5.63298395466179e-06
"249",952,1.49616118147595e-05,-7.62873490146278e-07,5.54305834026088e-06,-1.60562048676321e-07,-5.43547361729551e-06,1.47505175477205e-05
"250",951,1.64246010399891e-05,1.34969925179758e-06,1.74906678403005e-06,4.96356790062612e-06,-8.3948685347398e-06,2.50835411674619e-05
